CDM project reference number,HostParty,Issuance process ID,Issuance date,Status,Total,Vintage Year
2848,CN,BVQI1323894176.21,15/11/12,Held," 93,921 ",2011
4689,CN,BVQI1331612032.03,15/11/12,Held," 65,897 ",2011
1344,CN,BVQI1333627247.42,15/11/12,Held," 393,979 ",2011
2558,CN,BVQI1334936029.6,15/11/12,Held," 355,385 ",2010
2049,CN,BVQI1335428474.02,15/11/12,Held," 169,286 ",2010
2032,CN,BVQI1335813650.3,15/11/12,Held," 157,882 ",2010
2083,CN,BVQI1336648434.59,15/11/12,Held," 67,408 ",2011
1767,MX,DNV-CUK1260550655.43,15/11/12,Held," 4,531 ",2009
3389,VN,RINA1332154819.38,15/11/12,Held," 41,560 ",2011
489,BR,RWTUV1333624300.41,15/11/12,Held," 24,767 ",2010
2627,VN,TECO1331623044.92,15/11/12,Held," 30,707 ",2011
2806,CN,TUEV-RHEIN1339750919.27,15/11/12,Held," 74,572 ",2011
2436,CN,BVQI1274341152.77,14/11/12,Held," 96,547 ",2009
4209,IN,BVQI1335344171.95,14/11/12,Held," 37,316 ",2010
1765,MX,DNV-CUK1260549929.62,14/11/12,Held," 3,698 ",2009
2091,CN,ERM-CVS1318860893.55,14/11/12,Held," 126,461 ",2011
3009,KR,Korean Standards Association1312421095.26,14/11/12,Held," 16,668 ",2010
606,GT,RWTUV1235630769.1,14/11/12,Held," 228,854 ",2007
4381,CN,SGS-UKL1331137258.81,14/11/12,Held," 25,712 ",2011
11,CN,SGS-UKL1342695441.7,14/11/12,Held," 1,795,530 ",2012
2120,CN,BVQI1312451102.02,13/11/12,Held," 21,491 ",2010
2563,CN,BVQI1334740039.77,13/11/12,Held," 167,180 ",2010
3685,CN,BVQI1338909748.1,13/11/12,Held," 49,971 ",2011
3624,CN,BVQI1339069869.46,13/11/12,Held," 26,979 ",2011
1755,CN,BVQI1339070663.52,13/11/12,Held," 81,679 ",2011
1517,CN,BVQI1341578100.63,13/11/12,Held," 36,029 ",2011
3152,KR,Korean Standards Association1324360578.23,13/11/12,Held," 4,279 ",2010
4147,CR,LRQA Ltd1329299445.45,13/11/12,Held," 55,642 ",2011
1598,ID,SGS-UKL1307362662.18,13/11/12,Held," 124,195 ",2009
4178,CN,SGS-UKL1331134601.51,13/11/12,Held," 44,365 ",2011
4781,CN,TUEV-SUED1333111476.6,13/11/12,Held," 53,919 ",2011
1779,CN,BVQI1337254200.27,12/11/12,Held," 31,921 ",2011
4577,VN,LRQA Ltd1334737349.42,12/11/12,Held," 22,760 ",2011
818,IN,SGS-UKL1315487939.32,12/11/12,Held," 119,527 ",2009
4769,CN,BVQI1333874011.13,9/11/12,Held," 71,638 ",2011
1929,CN,BVQI1334936563.63,9/11/12,Held," 164,748 ",2010
2016,CN,China Quality1338176618.8,9/11/12,Held," 65,427 ",2011
2650,ID,DNV-CUK1317897880.77,9/11/12,Held," 26,493 ",2010
3069,CN,DNV-CUK1322639605.11,9/11/12,Held," 58,441 ",2011
2642,MY,DNV-CUK1330434077.45,9/11/12,Held," 20,978 ",2010
902,CN,DNV-CUK1339160771.38,9/11/12,Held," 388,252 ",2011
2818,CN,ERM-CVS1327571792.16,9/11/12,Held," 84,160 ",2010
555,CN,JACO1337676290.41,9/11/12,Held," 29,177 ",2011
226,BR,PJR CDM1296605119.9,9/11/12,Held," 30,260 ",2008
3029,CN,RINA1340142864.39,9/11/12,Held," 99,322 ",2011
3711,VN,RWTUV1319021679.05,9/11/12,Held," 96,791 ",2011
1643,CN,RWTUV1335004256.84,9/11/12,Held," 103,927 ",2011
5131,CN,RWTUV1336488572.18,9/11/12,Held," 99,120 ",2011
3727,CN,RWTUV1339623009.74,9/11/12,Held," 110,602 ",2010
2065,CN,RWTUV1341220088.92,9/11/12,Held," 64,418 ",2011
778,CN,SGS-UKL1333109448.34,9/11/12,Held," 145,082 ",2011
3678,CN,SGS-UKL1335530970.39,9/11/12,Held," 181,710 ",2011
727,IN,TUEV-RHEIN1318923227.41,9/11/12,Held," 17,136 ",2009
836,IN,TUEV-RHEIN1331546394.85,9/11/12,Held," 33,861 ",2010
3910,UZ,TUEV-RHEIN1334284624.14,9/11/12,Held," 544,317 ",2011
4768,CN,TUEV-RHEIN1335339977.26,9/11/12,Held," 114,612 ",2011
1685,CN,TUEV-SUED1333613780.65,9/11/12,Held," 160,037 ",2011
4047,CN,BVQI1334748630.6,8/11/12,Held," 74,277 ",2011
1441,CN,DNV-CUK1315378957.67,8/11/12,Held," 325,176 ",2011
2320,CN,DNV-CUK1334314905.78,8/11/12,Held," 79,216 ",2011
504,PH,LRQA Ltd1279276009.1,8/11/12,Held," 16,114 ",2008
3356,CN,SGS-UKL1314000925.12,8/11/12,Held," 133,335 ",2010
4093,CN,BVQI1315565144.56,7/11/12,Held," 59,785 ",2011
2859,CN,BVQI1339505254.96,7/11/12,Held," 75,189 ",2011
1443,KR,DNV-CUK1289837750.33,7/11/12,Held," 143,738 ",2009
3342,CN,DNV-CUK1338385740.58,7/11/12,Held," 69,525 ",2011
3,KR,SGS-UKL1326130444.72,7/11/12,Held," 598,671 ",2011
11,CN,SGS-UKL1331292619.42,7/11/12,Held," 2,855,871 ",2011
767,CN,SGS-UKL1336722719.32,7/11/12,Held," 408,935 ",2012
11,CN,SGS-UKL1336748050.34,7/11/12,Held," 1,892,361 ",2012
2815,CN,TUEV-RHEIN1337656501.92,7/11/12,Held," 30,624 ",2011
2803,CN,TUEV-RHEIN1337657117.19,7/11/12,Held," 28,086 ",2011
3003,CN,BVQI1336392663.77,6/11/12,Held," 81,015 ",2011
4882,CN,BVQI1339700801.8,6/11/12,Held," 91,822 ",2011
5233,CN,China Quality1337083416.32,6/11/12,Held," 138,377 ",2011
2673,ID,DNV-CUK1306926335.38,6/11/12,Held," 30,984 ",2010
490,EG,DNV-CUK1334669114.9,6/11/12,Held," 425,693 ",2012
287,IN,RWTUV1303297434.19,6/11/12,Held," 138,793 ",2004
1667,IN,SGS-UKL1315557884.55,6/11/12,Held," 41,573 ",2010
232,CN,SGS-UKL1334067449.54,6/11/12,Held," 2,517,552 ",2012
550,CN,SGS-UKL1334140222.53,6/11/12,Held," 1,358,191 ",2012
499,IN,SGS-UKL1338572707.1,6/11/12,Held," 29,536 ",2012
193,CN,SGS-UKL1339145848.13,6/11/12,Held," 1,114,633 ",2012
3256,VN,TECO1333707530.87,6/11/12,Held," 23,928 ",2010
3442,VN,TECO1333708251.83,6/11/12,Held," 48,189 ",2010
4487,IN,TUEV-RHEIN1335605142.49,6/11/12,Held," 19,346 ",2011
1353,CN,BVQI1315564852.09,5/11/12,Held," 58,241 ",2010
2418,CN,BVQI1334937448.37,5/11/12,Held," 310,519 ",2010
2874,CN,CEC1339138929.13,5/11/12,Held," 76,139 ",2011
3804,CN,CEPREI_Cert1337146027.29,5/11/12,Held," 611,632 ",2011
5287,CN,China Quality1341449937.53,5/11/12,Held," 53,091 ",2011
2115,IN,DNV-CUK1287380717.91,5/11/12,Held," 24,239 ",2009
1320,CN,DNV-CUK1340435538.94,5/11/12,Held," 1,199,351 ",2011
3376,CN,TUEV-RHEIN1337240873.7,5/11/12,Held," 56,732 ",2011
3377,CN,TUEV-RHEIN1337242060.29,5/11/12,Held," 38,426 ",2010
1395,IN,BVQI1326441947.11,2/11/12,Held," 23,759 ",2009
2586,CN,BVQI1335629105.89,2/11/12,Held," 104,911 ",2011
2154,CN,China Quality1335504813.46,2/11/12,Held," 13,580 ",2010
4142,CN,China Quality1337265587.34,2/11/12,Held," 58,553 ",2011
887,CN,DNV-CUK1273219845.37,2/11/12,Held," 215,614 ",2009
717,IN,DNV-CUK1299847594.38,2/11/12,Held," 22,810 ",2010
1108,MY,DNV-CUK1300266403.92,2/11/12,Held," 31,381 ",2007
2383,CN,DNV-CUK1310130379.4,2/11/12,Held," 431,374 ",2011
2265,IN,DNV-CUK1331211898.93,2/11/12,Held," 69,780 ",2011
1327,CN,DNV-CUK1333010130.17,2/11/12,Held," 57,879 ",2011
3035,IN,DNV-CUK1334321177.57,2/11/12,Held," 31,431 ",2010
1579,IN,DNV-CUK1337668533.95,2/11/12,Held," 43,331 ",2009
2649,CN,ERM-CVS1329800841.25,2/11/12,Held," 57,694 ",2011
2433,CN,Japan Management1328156646.35,2/11/12,Held," 42,580 ",2010
1167,IN,RINA1322213407.05,2/11/12,Held," 17,809 ",2011
1502,IL,RWTUV1337589760.75,2/11/12,Held," 38,057 ",2011
1380,CN,RWTUV1340656622.15,2/11/12,Held," 41,502 ",2011
1289,IN,SGS-UKL1304504899.17,2/11/12,Held," 119,931 ",2010
1823,CN,SGS-UKL1305900873.79,2/11/12,Held," 155,526 ",2010
3,KR,SGS-UKL1325763645.23,2/11/12,Held," 1,433,815 ",2010
3,KR,SGS-UKL1325840981.65,2/11/12,Held," 768,866 ",2010
1808,CN,SGS-UKL1335535809.24,2/11/12,Held," 118,125 ",2009
5060,CN,SGS-UKL1336747316.8,2/11/12,Held," 39,128 ",2011
4069,CN,DNV-CUK1326715929.23,31/10/12,Held," 58,078 ",2011
3087,CN,DNV-CUK1337670419.68,31/10/12,Held," 62,169 ",2011
648,BR,Germanischer1265124397.97,31/10/12,Held," 143,584 ",2008
3692,CN,RWTUV1334737651.03,31/10/12,Held," 45,890 ",2011
728,MX,RWTUV1341898747.82,31/10/12,Held," 68,985 ",2012
2855,CN,SGS-UKL1336750801.49,31/10/12,Held," 101,322 ",2011
838,IN,SGS-UKL1337263838.73,31/10/12,Held," 415,610 ",2012
3439,CN,BVQI1337704695.29,30/10/12,Held," 123,462 ",2011
2756,CN,CEC1335664088.03,30/10/12,Held," 123,467 ",2011
1776,CN,CEPREI_Cert1339119884.18,30/10/12,Held," 28,353 ",2010
3510,CN,China Quality1335924699.07,30/10/12,Held," 24,672 ",2010
1507,CN,China Quality1337265103.23,30/10/12,Held," 24,938 ",2011
2631,ID,DNV-CUK1317897623.51,30/10/12,Held," 32,335 ",2009
3061,CN,DNV-CUK1322639261.58,30/10/12,Held," 61,696 ",2011
4211,BR,DNV-CUK1323072338.95,30/10/12,Held," 53,283 ",2011
2809,CN,DNV-CUK1338989692.52,30/10/12,Held," 31,634 ",2011
996,CN,JQA1339476461.78,30/10/12,Held," 55,325 ",2011
115,IN,SGS-UKL1331807034.43,30/10/12,Held," 280,505 ",2012
306,CN,SGS-UKL1333620976.32,30/10/12,Held," 4,088,673 ",2011
3023,CN,TUEV-RHEIN1314168248.57,30/10/12,Held," 41,589 ",2010
276,IN,BVQI1303488072.19,29/10/12,Held," 42,737 ",2010
3618,CN,CEC1338342971.88,29/10/12,Held," 97,649 ",2011
2501,CN,China Quality1333701460.95,29/10/12,Held," 36,708 ",2011
2574,CN,China Quality1333701534.35,29/10/12,Held," 17,500 ",2011
2082,CN,China Quality1333797718.25,29/10/12,Held," 41,281 ",2009
1436,CN,DNV-CUK1315377968.34,29/10/12,Held," 307,731 ",2011
1437,CN,DNV-CUK1315378538.66,29/10/12,Held," 303,493 ",2011
847,IN,DNV-CUK1317294541.08,29/10/12,Held," 6,771 ",2007
797,IN,DNV-CUK1330520215.38,29/10/12,Held," 26,183 ",2009
3569,CN,ERM-CVS1321292423.53,29/10/12,Held," 13,540 ",2010
4417,VN,KEMCO1332392824.14,29/10/12,Held," 28,905 ",2011
4210,VN,KEMCO1332481670.37,29/10/12,Held," 22,604 ",2011
1686,CN,LRQA Ltd1334320877.18,29/10/12,Held," 89,631 ",2011
1228,CN,LRQA Ltd1334321769.16,29/10/12,Held," 323,518 ",2011
4729,CN,RINA1317378594.48,29/10/12,Held," 291,005 ",2011
4771,CN,RINA1333649497.44,29/10/12,Held," 30,043 ",2011
1936,ID,RWTUV1260353199.54,29/10/12,Held," 11,753 ",2009
946,IN,RWTUV1308669668.81,29/10/12,Held," 5,845 ",2009
1144,ID,RWTUV1309259064.65,29/10/12,Held," 221,899 ",2010
1432,CN,RWTUV1317370345.73,29/10/12,Held," 126,846 ",2011
1930,CN,RWTUV1318846355.72,29/10/12,Held," 370,031 ",2011
346,CL,SGS-UKL1273853130.32,29/10/12,Held," 147,803 ",2008
1379,IN,SGS-UKL1312383362.89,29/10/12,Held," 51,541 ",2010
115,IN,SGS-UKL1326119190.41,29/10/12,Held," 1,118,750 ",2011
115,IN,SGS-UKL1328805142.47,29/10/12,Held," 228,046 ",2012
4193,CN,SGS-UKL1332242354.01,29/10/12,Held," 98,459 ",2010
1480,CN,SGS-UKL1334925867.14,29/10/12,Held," 94,132 ",2011
4095,CN,SGS-UKL1336578228.4,29/10/12,Held," 82,662 ",2011
897,CN,SGS-UKL1336745133.11,29/10/12,Held," 97,046 ",2011
2406,CN,SGS-UKL1338453247.92,29/10/12,Held," 76,705 ",2011
2193,CN,SGS-UKL1339142335.43,29/10/12,Held," 29,272 ",2011
1601,CN,TECO1317184307.4,29/10/12,Held," 126,091 ",2010
3457,VN,TECO1331623738.39,29/10/12,Held," 19,509 ",2011
2878,VN,TECO1333612469.77,29/10/12,Held," 36,340 ",2010
4521,CN,TUEV-RHEIN1329200610.57,29/10/12,Held," 57,353 ",2011
1673,CN,BVQI1334145876.86,25/10/12,Held," 119,706 ",2011
1997,CN,China Quality1337930753.2,25/10/12,Held," 58,488 ",2010
1317,BR,DNV-CUK1322573042.22,25/10/12,Held," 48,523 ",2009
1708,IN,RWTUV1309355074.57,25/10/12,Held," 68,995 ",2009
1948,MD,RWTUV1328861142.55,25/10/12,Held," 851,911 ",2002
872,IN,RWTUV1337590992.28,25/10/12,Held," 10,986 ",2011
2194,CN,SGS-UKL1331039727.21,25/10/12,Held," 234,556 ",2011
1774,IN,TUEV-SUED1303910243.93,25/10/12,Held," 71,125 ",2009
3415,CN,BVQI1335631742.48,24/10/12,Held," 100,728 ",2011
3917,CN,CEC1338877997.62,24/10/12,Held," 36,297 ",2011
4685,CN,China Quality1335494270.26,24/10/12,Held," 496,576 ",2011
4160,CN,RINA1333649692.73,24/10/12,Held," 31,062 ",2011
193,CN,SGS-UKL1334130950.32,24/10/12,Held," 1,621,832 ",2012
3194,CN,BVQI1326948668.49,23/10/12,Held," 381,892 ",2010
2561,CN,BVQI1334571338.94,23/10/12,Held," 172,584 ",2011
2396,CN,DNV-CUK1338991933.26,23/10/12,Held," 74,387 ",2011
3621,CN,ERM-CVS1339143806.14,23/10/12,Held," 29,045 ",2011
5305,NI,RWTUV1334488350.19,23/10/12,Held," 44,111 ",2011
1855,CN,SGS-UKL1336562921.18,23/10/12,Held," 102,316 ",2011
2084,CN,China Quality1335505487.76,22/10/12,Held," 7,851 ",2010
3030,CN,ERM-CVS1319558118.82,22/10/12,Held," 376,747 ",2011
3483,TH,LRQA Ltd1321016847.13,22/10/12,Held," 175,369 ",2011
2331,CY,TUEV-RHEIN1275295977.79,22/10/12,Held," 8,798 ",2009
1668,CN,BVQI1334996773.97,19/10/12,Held," 82,021 ",2010
4952,CN,CEC1338187281.29,19/10/12,Held," 44,234 ",2011
3592,CN,China Quality1333356657.79,19/10/12,Held," 27,774 ",2010
462,MX,DNV-CUK1270537026.27,19/10/12,Held," 15,339 ",2007
658,MX,DNV-CUK1317388825.57,19/10/12,Held," 18,682 ",2010
1509,GT,ICONTEC1329486055.76,19/10/12,Held," 26,413 ",2011
1429,CN,RINA1331581072.76,19/10/12,Held," 56,039 ",2011
2941,IN,RWTUV1305451868.68,19/10/12,Held," 32,490 ",2010
2467,MY,RWTUV1328773972.66,19/10/12,Held," 106,307 ",2011
2329,CY,TUEV-RHEIN1275296729.32,19/10/12,Held," 11,347 ",2009
3777,CN,BVQI1337735275.17,18/10/12,Held," 96,229 ",2011
511,MX,DNV-CUK1314953789.61,18/10/12,Held," 6,927 ",2010
2467,MY,RWTUV1311774596.14,18/10/12,Held," 109,654 ",2011
1784,BR,BVQI1307346932.29,17/10/12,Held," 111,654 ",2010
3995,CO,SGS-UKL1326990249.38,17/10/12,Held," 38,668 ",2011
5393,CL,TUEV-SUED1330678664.57,17/10/12,Held," 45,876 ",2011
1281,CN,BVQI1334996615.59,16/10/12,Held," 109,417 ",2010
845,CN,BVQI1335425346.48,16/10/12,Held," 87,814 ",2011
1980,CN,CEC1335514542.54,16/10/12,Held," 59,346 ",2010
1988,CN,CEC1338562188.13,16/10/12,Held," 67,647 ",2010
1993,TH,DNV-CUK1262278162.73,16/10/12,Held," 36,384 ",2009
2192,CN,DNV-CUK1321014998.42,16/10/12,Held," 54,251 ",2010
2702,CN,ERM-CVS1319559174.71,16/10/12,Held," 330,090 ",2011
116,BR,ERM-CVS1337620826.43,16/10/12,Held," 850,717 ",2012
4544,VN,LRQA Ltd1334747130.38,16/10/12,Held," 10,479 ",2011
3532,VN,LRQA Ltd1334830417.89,16/10/12,Held," 19,064 ",2011
348,IN,SGS-UKL1335358194.66,16/10/12,Held," 36,723 ",2011
1605,CN,TUEV-SUED1319620089.01,16/10/12,Held," 112,924 ",2010
490,EG,DNV-CUK1329737466.42,15/10/12,Held," 300,120 ",2011
3263,CN,Germanischer1328166523.32,15/10/12,Held," 131,089 ",2010
253,IN,SGS-UKL1308041700.74,15/10/12,Held," 16,843 ",2009
1872,CN,SGS-UKL1335179901.06,15/10/12,Held," 436,520 ",2011
2153,CN,SGS-UKL1336745999.58,15/10/12,Held," 408,447 ",2011
4738,CN,TUEV-RHEIN1333703069.87,15/10/12,Held," 44,114 ",2011
1694,CN,CEPREI_Cert1332815871.02,12/10/12,Held," 46,457 ",2010
1021,IN,DNV-CUK1308901023.97,12/10/12,Held," 19,055 ",2010
956,IN,RWTUV1270545988.97,12/10/12,Held," 7,906 ",2007
3531,LK,RWTUV1311090346.35,12/10/12,Held," 8,324 ",2010
2342,IN,RWTUV1328612935.01,12/10/12,Held," 19,867 ",2010
672,CO,SGS-UKL1310746479.83,12/10/12,Held," 77,691 ",2010
2183,CO,TUEV-SUED1328522103.17,12/10/12,Held," 110,000 ",2011
557,PK,DNV-CUK1319028796.44,11/10/12,Held," 231,237 ",2011
4258,CN,DNV-CUK1335275730.79,11/10/12,Held," 123,203 ",2011
1226,CN,JQA1339477028.17,11/10/12,Held," 172,067 ",2011
1474,CN,RWTUV1314616250.18,11/10/12,Held," 147,503 ",2010
2149,CN,RWTUV1337777291.66,11/10/12,Held," 45,037 ",2011
1557,CN,SGS-UKL1334310256.27,11/10/12,Held," 26,010 ",2010
2309,CN,TUEV-SUED1321267277.14,11/10/12,Held," 394,725 ",2010
53,MX,DNV-CUK1309416739.78,10/10/12,Held," 16,290 ",2010
2426,PE,AENOR1330609933.74,9/10/12,Held," 384,026 ",2011
1647,CN,BVQI1323793886.19,9/10/12,Held," 38,180 ",2009
1304,CN,BVQI1332762566.93,9/10/12,Held," 92,593 ",2011
765,KR,DNV-CUK1334659919.78,9/10/12,Held," 276,003 ",2012
554,CN,JACO1337666733.55,9/10/12,Held," 37,484 ",2011
3498,CN,RINA1318854765.46,9/10/12,Held," 59,880 ",2011
459,EC,TUEV-SUED1339580442.85,9/10/12,Held," 4,450 ",2011
2136,CN,CEC1335245485.67,8/10/12,Held," 34,549 ",2011
4195,CN,China Quality1329465386.38,8/10/12,Held," 67,672 ",2011
2831,CN,ERM-CVS1335514656.89,8/10/12,Held," 73,569 ",2011
3514,VN,KEMCO1332141888.42,8/10/12,Held," 6,177 ",2010
4440,CN,TUEV-RHEIN1333702175.82,8/10/12,Held," 79,675 ",2011
837,CN,TUEV-SUED1321877088.02,8/10/12,Held," 40,003 ",2010
3701,CN,BVQI1316781620.81,5/10/12,Held," 94,445 ",2010
2863,CN,BVQI1335169805.62,5/10/12,Held," 231,698 ",2011
1369,IL,DNV-CUK1244978935.0,5/10/12,Held," 293,470 ",2008
887,CN,DNV-CUK1258105883.88,5/10/12,Held," 173,780 ",2009
2506,CN,DNV-CUK1284796895.13,5/10/12,Held," 75,479 ",2009
1160,BR,DNV-CUK1301943663.5,5/10/12,Held," 13,867 ",2009
3800,CN,DNV-CUK1311752582.25,5/10/12,Held," 32,556 ",2010
2955,CN,DNV-CUK1323349988.14,5/10/12,Held," 53,761 ",2010
3800,CN,DNV-CUK1332759454.53,5/10/12,Held," 16,743 ",2011
2864,CN,DNV-CUK1338879067.43,5/10/12,Held," 48,396 ",2011
171,BR,Germanischer1263394812.51,5/10/12,Held," 710,444 ",2008
171,BR,Germanischer1290670603.74,5/10/12,Held," 449,583 ",2010
534,IN,RWTUV1302584883.04,5/10/12,Held," 17,998 ",2009
2712,ET,RWTUV1326405659.28,5/10/12,Held," 73,339 ",2006
578,IN,SGS-UKL1334136474.57,5/10/12,Held," 25,632 ",2011
2056,CN,SGS-UKL1335360038.04,5/10/12,Held," 35,809 ",2011
993,CN,BVQI1323410472.73,4/10/12,Held," 36,214 ",2010
5132,CN,BVQI1335765922.29,4/10/12,Held," 34,670 ",2011
3096,CN,China Quality1338864380.6,4/10/12,Held," 175,080 ",2011
162,MX,DNV-CUK1320179146.89,4/10/12,Held," 60,809 ",2010
660,MX,DNV-CUK1323250769.73,4/10/12,Held," 15,286 ",2010
1984,CN,DNV-CUK1329902699.84,4/10/12,Held," 111,738 ",2010
171,BR,Germanischer1286456614.85,4/10/12,Held," 192,203 ",2007
2474,IN,RWTUV1335354597.14,4/10/12,Held," 23,882 ",2011
4079,CN,RWTUV1335356069.17,4/10/12,Held," 73,331 ",2011
3476,CN,SGS-UKL1326729415.99,4/10/12,Held," 171,318 ",2011
1867,IN,SGS-UKL1328183502.43,4/10/12,Held," 267,468 ",2011
869,CN,SGS-UKL1335773520.09,4/10/12,Held," 70,430 ",2011
2068,CN,SGS-UKL1336743950.18,4/10/12,Held," 84,355 ",2011
464,MX,DNV-CUK1193032584.23,2/10/12,Held," 13,076 ",2010
1123,MX,DNV-CUK1222348512.84,2/10/12,Held," 33,778 ",2007
4930,IN,KBS_Cert1335247196.16,2/10/12,Held," 27,128 ",2011
3264,CN,SGS-UKL1335191444.44,2/10/12,Held," 79,252 ",2011
2584,CN,TUEV-RHEIN1306287426.32,2/10/12,Held," 110,035 ",2010
995,CN,TUEV-SUED1328183909.43,2/10/12,Held," 58,277 ",2010
967,IN,BVQI1292913880.31,1/10/12,Held," 42,299 ",2007
2179,CN,BVQI1318246735.35,1/10/12,Held," 25,535 ",2010
3574,CN,BVQI1334668842.05,1/10/12,Held," 39,257 ",2010
2729,IN,DNV-CUK1333962101.5,1/10/12,Held," 17,673 ",2011
251,CR,RWTUV1297278458.33,1/10/12,Held," 25,437 ",2006
499,IN,SGS-UKL1337241453.31,1/10/12,Held," 130,776 ",2012
2155,CN,TECO1333938500.41,1/10/12,Held," 155,479 ",2011
2327,CN,TUEV-SUED1320923210.13,1/10/12,Held," 79,012 ",2011
1560,CN,CEC1335256496.38,28/9/12,Held," 22,849 ",2011
1570,AR,DNV-CUK1311770713.87,28/9/12,Held," 79,417 ",2010
697,IN,DNV-CUK1331815216.06,28/9/12,Held," 26,552 ",2010
3328,CN,ERM-CVS1318853762.71,28/9/12,Held," 411,432 ",2010
4292,CN,RINA1324370913.01,28/9/12,Held," 104,252 ",2011
2200,CN,SGS-UKL1335525232.26,28/9/12,Held," 46,042 ",2011
3027,CN,TUEV-RHEIN1328844366.88,28/9/12,Held," 151,471 ",2011
3022,IN,DNV-CUK1328620396.92,27/9/12,Held," 25,336 ",2010
1856,IN,DNV-CUK1331722876.29,27/9/12,Held," 52,466 ",2011
2566,CN,DNV-CUK1333446536.65,27/9/12,Held," 58,022 ",2011
2554,CO,ICONTEC1327960540.27,27/9/12,Held," 416,029 ",2011
1255,EC,RWTUV1338240870.46,27/9/12,Held," 6,753 ",2009
3440,KR,TUEV-SUED1316703238.44,27/9/12,Held," 171,600 ",2011
331,IN,TUEV-SUED1321441620.92,27/9/12,Held," 44,150 ",2010
3842,CN,DNV-CUK1333350113.51,26/9/12,Held," 108,312 ",2011
3815,IN,KBS_Cert1327664123.92,26/9/12,Held," 10,292 ",2010
4236,VN,RWTUV1329896362.1,26/9/12,Held," 31,827 ",2011
2875,CN,RWTUV1335353853.46,25/9/12,Held," 70,331 ",2011
1886,CN,RWTUV1337597383.82,25/9/12,Held," 80,748 ",2011
837,CN,TUEV-SUED1288177597.3,25/9/12,Held," 68,561 ",2009
2162,CN,BVQI1334739791.95,24/9/12,Held," 208,128 ",2011
1171,ZA,DNV-CUK1260350959.06,24/9/12,Held," 67,604 ",2008
2925,IN,DNV-CUK1331815884.89,24/9/12,Held," 83,599 ",2011
1615,IN,DNV-CUK1335777551.28,24/9/12,Held," 14,679 ",2011
3093,CN,BVQI1315377565.8,21/9/12,Held," 95,937 ",2010
1427,CN,BVQI1329308918.14,21/9/12,Held," 21,421 ",2011
3564,CN,CEC1332991053.24,21/9/12,Held," 19,802 ",2010
467,BR,DNV-CUK1303978043.8,21/9/12,Held," 23,408 ",2010
823,CN,DNV-CUK1334302682.11,21/9/12,Held," 197,424 ",2011
1455,CN,DNV-CUK1335276318.08,21/9/12,Held," 127,214 ",2011
5160,CN,ERM-CVS1329841354.33,21/9/12,Held," 35,147 ",2011
2359,CN,JACO1318495058.56,21/9/12,Held," 13,341 ",2010
505,IN,KBS_Cert1322630896.26,21/9/12,Held," 51,026 ",2009
941,KR,KFQ1326332129.95,21/9/12,Held," 802,924 ",2010
804,IN,RWTUV1274451512.48,21/9/12,Held," 86,305 ",2007
3252,CL,RWTUV1331224529.44,21/9/12,Held," 56,642 ",2010
5115,VN,RWTUV1333015108.75,21/9/12,Held," 122,855 ",2011
1118,CN,SGS-UKL1336742994.2,21/9/12,Held," 230,672 ",2011
3747,CN,TUEV-RHEIN1305261826.56,21/9/12,Held," 17,697 ",2010
4550,VN,TUEV-RHEIN1326362646.55,21/9/12,Held," 21,332 ",2011
2543,IN,TUEV-RHEIN1330328666.03,21/9/12,Held," 3,005 ",2010
2223,CN,TUEV-RHEIN1334556323.32,21/9/12,Held," 92,484 ",2011
209,BR,BVQI1273158041.52,20/9/12,Held," 34,380 ",2009
4402,CN,CEC1335514113.22,20/9/12,Held," 79,031 ",2011
3160,CN,BVQI1331294583.77,19/9/12,Held," 67,821 ",2011
2997,IN,DNV-CUK1321280143.24,19/9/12,Held," 58,927 ",2011
243,IN,DNV-CUK1326888275.77,19/9/12,Held," 24,076 ",2009
3688,CN,DNV-CUK1333021774.26,19/9/12,Held," 53,464 ",2011
425,MX,RWTUV1329407961.28,19/9/12,Held," 20,642 ",2011
2567,CN,DNV-CUK1333351102.68,17/9/12,Held," 71,820 ",2011
3002,BR,RWTUV1295459753.43,17/9/12,Held," 32,531 ",2010
1616,MY,SIRIM1319016128.96,17/9/12,Held," 17,253 ",2011
3575,IN,BVQI1329475317.86,14/9/12,Held," 8,800 ",2010
538,MX,DNV-CUK1261568870.99,14/9/12,Held," 15,270 ",2006
472,BR,DNV-CUK1272610029.03,14/9/12,Held," 37,122 ",2009
1080,MX,DNV-CUK1300137957.92,14/9/12,Held," 7,397 ",2007
1531,BR,DNV-CUK1302531167.46,14/9/12,Held," 12,023 ",2009
1126,IN,DNV-CUK1313485962.79,14/9/12,Held," 114,676 ",2009
542,MX,DNV-CUK1320328340.74,14/9/12,Held," 24,657 ",2009
2075,CN,DNV-CUK1334308832.47,14/9/12,Held," 82,812 ",2011
3392,CN,Germanischer1324565300.17,14/9/12,Held," 90,740 ",2010
3042,SG,JACO1307409756.06,14/9/12,Held," 11,331 ",2010
2903,CN,JCI1335326187.29,14/9/12,Held," 31,682 ",2011
3333,KR,KFQ1301529685.27,14/9/12,Held," 209,041 ",2010
1689,CN,KFQ1308821068.09,14/9/12,Held," 57,308 ",2010
3293,CN,LRQA Ltd1320764699.3,14/9/12,Held," 130,472 ",2010
2732,CN,RWTUV1296544082.54,14/9/12,Held," 108,953 ",2010
2315,NI,RWTUV1334295277.47,14/9/12,Held," 86,901 ",2011
