CDM project reference number,HostParty,Issuance process ID,Issuance date,Status,Total,Vintage Year
1520,IN,TUEV-RHEIN1335342812.46,14/9/12,Held," 33,728 ",2011
839,IL,TUEV-SUED1265644240.0,14/9/12,Held," 24,424 ",2009
386,MY,TUEV-SUED1303310760.4,14/9/12,Held," 268,871 ",2009
1648,IN,BVQI1297187359.71,13/9/12,Held," 17,610 ",2009
2204,CN,CEC1335258653.7,13/9/12,Held," 27,767 ",2011
445,IN,DNV-CUK1305287829.27,13/9/12,Held," 21,649 ",2008
1,IN,RWTUV1335003595.93,13/9/12,Held," 979,543 ",2012
1229,CL,TUEV-SUED1335355993.82,13/9/12,Held," 209,157 ",2012
3246,KR,emc1318236748.79,13/9/12,Held," 21,242 ",2010
463,MX,DNV-CUK1193032508.98,12/9/12,Held," 10,597 ",2008
1928,CN,ERM-CVS1282829014.12,12/9/12,Held," 274,981 ",2010
3679,CN,SGS-UKL1330510957.97,12/9/12,Held," 91,176 ",2011
3399,CN,BVQI1333003581.37,11/9/12,Held," 248,099 ",2011
4159,CN,BVQI1334144954.12,11/9/12,Held," 337,619 ",2011
1992,CN,DNV-CUK1334313731.9,11/9/12,Held," 44,316 ",2011
801,KR,Korean Standards Association1318397845.83,11/9/12,Held," 7,697 ",2010
2191,CN,PJR CDM1315317373.37,11/9/12,Held," 54,960 ",2010
1540,IN,RWTUV1312878130.41,11/9/12,Held," 6,109 ",2009
3122,CN,SGS-UKL1298560308.76,11/9/12,Held," 9,428 ",2010
1985,CN,SGS-UKL1333115367.52,11/9/12,Held," 568,775 ",2011
2067,CN,DNV-CUK1336999596.12,10/9/12,Held," 81,386 ",2011
2416,CN,RINA1324546446.58,10/9/12,Held," 57,436 ",2009
2438,CN,BVQI1324032720.79,7/9/12,Held," 158,729 ",2010
64,CN,BVQI1327134413.31,7/9/12,Held," 27,350 ",2011
1672,CN,BVQI1334043740.25,7/9/12,Held," 123,245 ",2011
2027,CN,BVQI1334043981.29,7/9/12,Held," 84,646 ",2011
2624,CN,BVQI1334997033.32,7/9/12,Held," 86,800 ",2011
4790,CN,CEC1335419392.36,7/9/12,Held," 23,070 ",2011
2916,CN,China Quality1334625337.68,7/9/12,Held," 92,556 ",2011
530,BR,DNV-CUK1274424435.62,7/9/12,Held," 110,786 ",2009
2864,CN,DNV-CUK1315818792.42,7/9/12,Held," 92,480 ",2010
1570,AR,DNV-CUK1327061636.57,7/9/12,Held," 26,977 ",2011
122,CO,ICONTEC1329170016.13,7/9/12,Held," 29,454 ",2011
2788,CN,JQA1334744783.0,7/9/12,Held," 18,517 ",2010
4650,IR,KFQ1317082927.9,7/9/12,Held," 14,874 ",2011
3106,AR,LRQA Ltd1317990709.13,7/9/12,Held," 89,930 ",2010
2562,IN,LRQA Ltd1322221870.57,7/9/12,Held," 35,516 ",2010
427,IN,SGS-UKL1313762050.37,7/9/12,Held," 95,637 ",2009
309,IN,SGS-UKL1323964415.92,7/9/12,Held," 61,860 ",2010
949,IN,SGS-UKL1330937554.33,7/9/12,Held," 15,040 ",2011
1822,CN,SGS-UKL1331311818.73,7/9/12,Held," 78,387 ",2011
2759,CN,SGS-UKL1334932028.95,7/9/12,Held," 314,335 ",2011
4277,CN,SGS-UKL1335529971.51,7/9/12,Held," 26,444 ",2011
3339,UZ,TUEV-RHEIN1319609702.39,7/9/12,Held," 615,786 ",2010
2364,LK,TUEV-RHEIN1335504234.18,7/9/12,Held," 10,340 ",2010
1501,CN,TUEV-SUED1334818134.57,7/9/12,Held," 35,808 ",2011
3936,CN,BVQI1329475659.11,6/9/12,Held," 78,531 ",2010
3014,CN,JCI1335326920.78,6/9/12,Held," 21,798 ",2010
4150,CN,LRQA Ltd1331291339.17,6/9/12,Held," 280,379 ",2011
1600,IN,RWTUV1264072122.16,6/9/12,Held," 60,613 ",2008
3,KR,SGS-UKL1326098614.98,6/9/12,Held," 1,409,592 ",2011
3287,CN,SGS-UKL1335274467.45,6/9/12,Held," 67,527 ",2011
1438,CN,TUEV-SUED1335252811.8,6/9/12,Held," 41,434 ",2011
480,BR,BVQI1290776014.32,5/9/12,Held," 22,631 ",2009
53,MX,DNV-CUK1283846483.96,5/9/12,Held," 20,278 ",2009
1564,MX,DNV-CUK1283846763.9,5/9/12,Held," 8,687 ",2008
1099,MX,DNV-CUK1300138903.94,5/9/12,Held," 10,155 ",2007
238,CN,DNV-CUK1334571116.79,5/9/12,Held," 77,407 ",2011
2161,CN,Germanischer1317722251.44,5/9/12,Held," 151,086 ",2010
3205,CN,JCI1335310938.71,5/9/12,Held," 28,892 ",2010
3303,CN,LRQA Ltd1331291903.71,5/9/12,Held," 59,025 ",2011
3965,CN,Applus1336470366.07,4/9/12,Held," 95,245 ",2011
57,MX,DNV-CUK1320178925.45,4/9/12,Held," 13,192 ",2010
2716,IN,SGS-UKL1322663055.96,4/9/12,Held," 154,991 ",2011
3044,CN,DNV-CUK1315395763.88,3/9/12,Held," 58,410 ",2010
2028,CL,Germanischer1329751756.93,3/9/12,Held," 26,389 ",2011
1698,CN,SGS-UKL1309421401.91,3/9/12,Held," 99,144 ",2010
2945,CN,TUEV-RHEIN1297661425.49,3/9/12,Held," 217,531 ",2010
4046,CN,BVQI1333874605.17,31/8/12,Held," 106,404 ",2011
2880,CN,BVQI1334839658.85,31/8/12,Held," 602,123 ",2011
1743,CN,CEC1332381945.71,31/8/12,Held," 39,480 ",2011
4774,CN,China Quality1333078903.12,31/8/12,Held," 32,159 ",2011
2925,IN,DNV-CUK1303206740.92,31/8/12,Held," 71,911 ",2010
557,PK,DNV-CUK1311069254.4,31/8/12,Held," 111,958 ",2011
1464,CN,ERM-CVS1329757070.95,31/8/12,Held," 98,432 ",2011
933,CN,JCI1333673710.39,31/8/12,Held," 135,261 ",2011
4081,IN,LRQA Ltd1325761140.86,31/8/12,Held," 6,403 ",2011
2954,CN,LRQA Ltd1331560873.81,31/8/12,Held," 66,665 ",2010
2894,IN,RWTUV1325764460.05,31/8/12,Held," 15,066 ",2010
1815,CN,SGS-UKL1335523986.88,31/8/12,Held," 78,811 ",2011
2663,ID,TUEV-RHEIN1308900336.86,31/8/12,Held," 12,843 ",2010
2662,ID,TUEV-RHEIN1308900580.63,31/8/12,Held," 16,635 ",2010
2327,CN,TUEV-SUED1301481549.09,31/8/12,Held," 94,945 ",2010
2327,CN,TUEV-SUED1308148081.91,31/8/12,Held," 76,992 ",2010
4549,CN,Applus1334560840.76,30/8/12,Held," 80,724 ",2011
1126,IN,DNV-CUK1266845800.51,30/8/12,Held," 75,627 ",2007
264,IN,Germanischer1263205746.72,30/8/12,Held," 61,796 ",2007
1645,AR,Germanischer1329751251.69,30/8/12,Held," 24,567 ",2010
2953,CN,LRQA Ltd1331559498.44,30/8/12,Held," 97,371 ",2010
1867,IN,SGS-UKL1313069659.84,30/8/12,Held," 507,510 ",2010
767,CN,SGS-UKL1328633255.96,30/8/12,Held," 587,245 ",2011
549,CN,SGS-UKL1329211265.32,30/8/12,Held," 1,646,568 ",2011
1194,CN,SGS-UKL1329306594.7,30/8/12,Held," 782,933 ",2011
499,IN,SGS-UKL1330444345.78,30/8/12,Held," 45,692 ",2012
499,IN,SGS-UKL1330967021.73,30/8/12,Held," 22,389 ",2012
838,IN,SGS-UKL1331119364.97,30/8/12,Held," 263,373 ",2012
905,CN,BVQI1329740873.28,29/8/12,Held," 237,240 ",2011
3534,CN,BVQI1331703004.71,29/8/12,Held," 54,705 ",2011
4504,CN,China Quality1333078700.77,29/8/12,Held," 85,887 ",2011
2205,CN,LRQA Ltd1333109528.34,29/8/12,Held," 55,262 ",2011
3573,CN,RWTUV1334745440.69,29/8/12,Held," 92,845 ",2011
3134,CN,SGS-UKL1330343060.66,29/8/12,Held," 38,096 ",2011
4303,CN,SGS-UKL1333616723.73,29/8/12,Held," 103,602 ",2011
4369,CN,BVQI1332408726.03,27/8/12,Held," 106,735 ",2011
1351,IN,RWTUV1317033721.51,27/8/12,Held," 47,289 ",2010
2035,CN,SGS-UKL1332332267.14,27/8/12,Held," 87,670 ",2011
2010,CN,SGS-UKL1333635666.52,27/8/12,Held," 161,131 ",2011
559,IN,SGS-UKL1334931137.07,27/8/12,Held," 5,035 ",2011
4325,CN,TUEV-RHEIN1328151135.34,27/8/12,Held," 130,543 ",2011
4112,CN,BVQI1315565422.39,24/8/12,Held," 29,923 ",2011
1633,CN,BVQI1334572352.31,24/8/12,Held," 106,476 ",2011
1850,CN,China Quality1329812926.29,24/8/12,Held," 41,806 ",2010
3310,CN,China Quality1334713198.58,24/8/12,Held," 71,210 ",2011
4202,TH,DNV-CUK1328277614.58,24/8/12,Held," 3,743 ",2011
2554,CO,ICONTEC1310480354.08,24/8/12,Held," 564,233 ",2010
3289,CN,LRQA Ltd1328269719.41,24/8/12,Held," 121,604 ",2011
1829,BR,RINA1269505787.79,24/8/12,Held," 85,698 ",2009
907,CN,RINA1318499365.37,24/8/12,Held," 156,443 ",2010
862,IN,RWTUV1312868858.64,24/8/12,Held," 169,798 ",2010
4446,CN,RWTUV1314686939.95,24/8/12,Held," 93,067 ",2011
1019,CN,SGS-UKL1315487327.81,24/8/12,Held," 40,470 ",2010
3576,CN,Applus1334000459.26,23/8/12,Held," 20,110 ",2010
229,BR,BVQI1280415975.22,23/8/12,Held," 53,800 ",2008
2604,CN,CEC1333181367.25,23/8/12,Held," 98,142 ",2011
1528,BR,DNV-CUK1301667606.9,23/8/12,Held," 14,650 ",2009
2449,CN,DNV-CUK1335948800.98,23/8/12,Held," 58,663 ",2011
786,MN,KEMCO1323151539.44,23/8/12,Held," 30,253 ",2010
1293,CN,LRQA Ltd1307610988.54,23/8/12,Held," 156,964 ",2009
447,IN,SGS-UKL1302015861.86,23/8/12,Held," 13,813 ",2009
841,CN,SGS-UKL1334142057.56,23/8/12,Held," 191,701 ",2011
2195,CN,DNV-CUK1321014715.85,22/8/12,Held," 44,145 ",2010
3542,CN,DNV-CUK1329119525.63,22/8/12,Held," 250,354 ",2011
787,MN,KEMCO1323151823.93,22/8/12,Held," 5,662 ",2010
2371,VN,KEMCO1327311822.49,22/8/12,Held," 11,056 ",2009
4187,CN,LRQA Ltd1326713168.6,22/8/12,Held," 38,875 ",2011
2206,CN,BVQI1334667974.56,21/8/12,Held," 425,119 ",2011
532,IN,DNV-CUK1280923121.96,21/8/12,Held," 93,227 ",2008
1423,CN,ERM-CVS1329757319.09,21/8/12,Held," 98,573 ",2011
1486,CN,CEC1335367364.66,17/8/12,Held," 42,275 ",2009
335,BR,DNV-CUK1316682971.38,17/8/12,Held," 9,992 ",2011
2652,ID,DNV-CUK1317898119.7,17/8/12,Held," 57,143 ",2009
268,BR,DNV-CUK1318859227.19,17/8/12,Held," 443,651 ",2009
2623,MY,DNV-CUK1322569070.29,17/8/12,Held," 19,145 ",2010
1001,IN,DNV-CUK1326796280.24,17/8/12,Held," 7,722 ",2009
1222,CN,JQA1331086702.16,17/8/12,Held," 67,551 ",2011
4572,IN,LRQA Ltd1321531232.43,17/8/12,Held," 13,952 ",2011
942,IN,RWTUV1276095050.34,17/8/12,Held," 4,685 ",2007
2022,GT,RWTUV1327075821.05,17/8/12,Held," 56,078 ",2011
3251,CN,RWTUV1334659808.54,17/8/12,Held," 111,449 ",2011
3733,VN,SIRIM1327461091.21,17/8/12,Held," 65,503 ",2011
1536,CN,TUEV-SUED1322811968.83,17/8/12,Held," 39,009 ",2010
3077,CN,CEC1331091304.33,16/8/12,Held," 20,000 ",2010
1171,ZA,DNV-CUK1206352263.28,16/8/12,Held," 29,657 ",2007
57,MX,DNV-CUK1277992344.99,16/8/12,Held," 9,970 ",2008
419,BR,DNV-CUK1306400845.48,16/8/12,Held," 27,648 ",2010
3254,CN,DNV-CUK1329737813.96,16/8/12,Held," 37,852 ",2011
2428,CN,LRQA Ltd1294314090.77,16/8/12,Held," 123,968 ",2009
260,AR,RINA1319207323.58,16/8/12,Held," 54,294 ",2011
1116,IN,SGS-UKL1335254791.22,16/8/12,Held," 1,852,251 ",2011
3231,CN,Applus1319093116.53,15/8/12,Held," 16,310 ",2010
1818,CN,BVQI1331636694.53,15/8/12,Held," 48,463 ",2010
1090,CN,BVQI1332317475.0,15/8/12,Held," 46,129 ",2011
1128,CN,BVQI1332324170.92,15/8/12,Held," 120,218 ",2011
511,MX,DNV-CUK1281342538.27,15/8/12,Held," 10,792 ",2009
2965,IN,DNV-CUK1311148087.82,15/8/12,Held," 15,359 ",2010
3166,CN,ERM-CVS1318853275.41,15/8/12,Held," 798,188 ",2010
3493,IN,LRQA Ltd1328539274.26,15/8/12,Held," 9,979 ",2010
3626,CN,PJR CDM1329401819.64,15/8/12,Held," 110,207 ",2010
536,CN,SGS-UKL1333033452.04,15/8/12,Held," 72,554 ",2011
4495,CN,SGS-UKL1335528535.18,15/8/12,Held," 67,251 ",2011
1899,ID,SIRIM1297653198.47,15/8/12,Held," 24,185 ",2010
2186,MX,AENOR1307525884.43,14/8/12,Held," 281,993 ",2009
1162,BR,DNV-CUK1316683980.16,14/8/12,Held," 10,640 ",2009
669,PA,DNV-CUK1327657327.9,14/8/12,Held," 22,112 ",2008
3870,IN,DNV-CUK1328619627.25,14/8/12,Held," 37,895 ",2010
1456,IN,RWTUV1314350860.68,14/8/12,Held," 16,289 ",2008
544,CN,SGS-UKL1326969391.06,14/8/12,Held," 111,166 ",2010
2104,CN,CEC1320112149.76,13/8/12,Held," 63,290 ",2010
4413,CN,China Quality1321862743.98,13/8/12,Held," 85,534 ",2011
538,MX,DNV-CUK1304666430.47,13/8/12,Held," 7,551 ",2009
2432,CN,Japan Management1310542970.88,13/8/12,Held," 22,539 ",2009
2537,CN,SGS-UKL1333540072.75,13/8/12,Held," 82,400 ",2011
3707,CN,BVQI1315376652.26,10/8/12,Held," 72,414 ",2010
3959,CN,CEC1328246242.6,10/8/12,Held," 51,359 ",2010
2210,CN,CEC1335323457.15,10/8/12,Held," 44,725 ",2011
2734,CN,China Quality1329790275.83,10/8/12,Held," 91,343 ",2010
105,MX,DNV-CUK1314954426.22,10/8/12,Held," 44,190 ",2010
3752,CN,DNV-CUK1332931082.97,10/8/12,Held," 58,494 ",2011
4328,CN,ERM-CVS1330963004.81,10/8/12,Held," 309,036 ",2011
1388,CN,JQA1331529943.44,10/8/12,Held," 134,278 ",2011
4318,IR,KFQ1317082592.32,10/8/12,Held," 18,552 ",2011
4190,CN,LRQA Ltd1323335628.01,10/8/12,Held," 71,965 ",2011
1535,CN,LRQA Ltd1326100492.4,10/8/12,Held," 25,500 ",2011
4633,CN,TECO1330488913.33,10/8/12,Held," 72,543 ",2011
2739,CN,BVQI1301516138.74,9/8/12,Held," 46,741 ",2010
1113,IL,DNV-CUK1304951367.64,9/8/12,Held," 36,023 ",2010
2483,CN,LRQA Ltd1329138736.48,9/8/12,Held," 102,246 ",2011
2308,UZ,TUEV-SUED1281710214.29,9/8/12,Held," 343,510 ",2009
2123,CN,BVQI1331194186.19,8/8/12,Held," 76,882 ",2011
1521,BR,DNV-CUK1302530518.08,8/8/12,Held," 15,094 ",2009
1291,IN,DNV-CUK1320221910.79,8/8/12,Held," 52,254 ",2010
4021,ID,DNV-CUK1324475672.22,8/8/12,Held," 18,728 ",2011
922,KR,DNV-CUK1327666385.61,8/8/12,Held," 272,581 ",2011
1533,CN,RWTUV1320850103.63,8/8/12,Held," 29,573 ",2010
981,CN,SGS-UKL1327401940.91,8/8/12,Held," 140,323 ",2010
2564,CN,SGS-UKL1332921225.89,8/8/12,Held," 30,032 ",2011
3787,CN,TUEV-RHEIN1320225442.89,8/8/12,Held," 19,902 ",2011
1075,CN,TUEV-SUED1309521363.69,8/8/12,Held," 300,098 ",2009
169,BD,DNV-CUK1288787073.47,7/8/12,Held," 7,131 ",2008
2621,ID,DNV-CUK1329133545.79,7/8/12,Held," 26,270 ",2011
921,IN,PJR CDM1316523405.84,7/8/12,Held," 6,018 ",2010
483,CN,SGS-UKL1331647886.85,7/8/12,Held," 59,983 ",2010
2625,CN,BVQI1327133587.75,6/8/12,Held," 211,678 ",2010
3792,CN,DNV-CUK1329809869.4,6/8/12,Held," 24,840 ",2011
1732,CN,JQA1319177623.9,6/8/12,Held," 40,546 ",2010
1473,IN,RWTUV1323943499.4,6/8/12,Held," 39,184 ",2010
3768,CN,RWTUV1331115594.38,6/8/12,Held," 164,419 ",2011
516,IN,BVQI1326442791.5,3/8/12,Held," 82,187 ",2011
2854,CN,BVQI1331193901.3,3/8/12,Held," 29,285 ",2011
1759,CN,BVQI1331640468.16,3/8/12,Held," 56,962 ",2010
2003,CN,CEC1332925489.34,3/8/12,Held," 41,673 ",2011
3165,CN,China Quality1334017170.2,3/8/12,Held," 130,665 ",2011
1321,CN,ERM-CVS1279802176.61,3/8/12,Held," 56,084 ",2009
1583,CN,ERM-CVS1329409469.07,3/8/12,Held," 133,404 ",2011
2750,UZ,JCI1324960505.51,3/8/12,Held," 36,154 ",2010
2110,TH,JQA1330061945.82,3/8/12,Held," 36,476 ",2010
3462,TH,LRQA Ltd1309345476.18,3/8/12,Held," 85,138 ",2011
3462,TH,LRQA Ltd1321017111.21,3/8/12,Held," 123,736 ",2011
3327,IN,RWTUV1322218164.48,3/8/12,Held," 28,955 ",2010
1938,CN,RWTUV1329721741.67,3/8/12,Held," 120,699 ",2011
127,IN,SGS-UKL1323874448.2,3/8/12,Held," 48,838 ",2011
2462,CN,SGS-UKL1332166399.49,3/8/12,Held," 90,396 ",2010
1244,CN,SGS-UKL1333031961.46,3/8/12,Held," 58,068 ",2011
3344,CN,BVQI1328716781.76,2/8/12,Held," 210,196 ",2011
3128,CN,BVQI1328871377.68,2/8/12,Held," 91,024 ",2011
3806,CN,China Quality1329464327.13,2/8/12,Held," 64,987 ",2010
4104,CN,China Quality1329464843.81,2/8/12,Held," 49,371 ",2011
649,MX,DNV-CUK1282724704.75,2/8/12,Held," 10,543 ",2009
418,BR,DNV-CUK1306397275.34,2/8/12,Held," 12,420 ",2010
225,MX,DNV-CUK1317388524.28,2/8/12,Held," 35,710 ",2010
1307,MX,DNV-CUK1330954724.19,2/8/12,Held," 22,563 ",2011
2541,CN,JQA1329286650.16,2/8/12,Held," 107,289 ",2010
3088,CN,TUEV-SUED1303808600.5,2/8/12,Held," 71,011 ",2010
829,CN,BVQI1330942950.55,1/8/12,Held," 25,955 ",2011
4181,CN,LRQA Ltd1331292781.46,1/8/12,Held," 60,813 ",2011
4068,CN,RWTUV1334727575.44,1/8/12,Held," 760,491 ",2011
4026,IN,SGS-UKL1328692487.28,1/8/12,Held," 25,117 ",2011
2571,VN,JQA1309999064.32,31/7/12,Held," 18,891 ",2010
4144,IN,RINA1320921013.47,31/7/12,Held," 35,209 ",2011
3092,CN,RWTUV1334307469.69,31/7/12,Held," 104,443 ",2011
1985,CN,SGS-UKL1325162494.85,31/7/12,Held," 827,224 ",2010
215,BR,TUEV-RHEIN1309932850.32,31/7/12,Held," 29,709 ",2009
1227,CN,BVQI1320840549.14,26/7/12,Held," 336,049 ",2011
1282,CN,CEC1332812170.18,26/7/12,Held," 163,252 ",2011
418,BR,DNV-CUK1277934566.74,26/7/12,Held," 20,804 ",2009
105,MX,DNV-CUK1283845835.81,26/7/12,Held," 16,731 ",2010
1781,CN,DNV-CUK1312966780.93,26/7/12,Held," 297,902 ",2010
492,HN,RINA1273234932.47,26/7/12,Held," 23,192 ",2009
1549,IN,RWTUV1268146272.06,26/7/12,Held," 17,741 ",2008
1150,MX,RWTUV1312718389.9,26/7/12,Held," 109,563 ",2010
1601,CN,TECO1282643238.6,26/7/12,Held," 114,551 ",2009
2703,CN,DNV-CUK1328619082.14,25/7/12,Held," 138,313 ",2011
1709,CN,DNV-CUK1328710067.74,25/7/12,Held," 49,745 ",2011
886,CN,RWTUV1312275743.18,25/7/12,Held," 7,815 ",2010
3307,CN,RWTUV1315290440.44,25/7/12,Held," 142,385 ",2011
3735,IN,SGS-UKL1326970815.43,25/7/12,Held," 6,092 ",2010
4580,CN,TUEV-RHEIN1331116776.47,25/7/12,Held," 79,877 ",2011
472,BR,DNV-CUK1288595295.57,23/7/12,Held," 39,005 ",2010
3136,CN,CEC1328607704.56,20/7/12,Held," 177,505 ",2010
335,BR,DNV-CUK1301667390.99,20/7/12,Held," 21,534 ",2010
364,BR,DNV-CUK1303977426.67,20/7/12,Held," 42,426 ",2010
472,BR,DNV-CUK1306399342.33,20/7/12,Held," 37,998 ",2010
364,BR,DNV-CUK1316683515.05,20/7/12,Held," 27,218 ",2011
2189,CN,DNV-CUK1321013826.08,20/7/12,Held," 52,074 ",2010
2213,CN,JQA1330070617.31,20/7/12,Held," 36,814 ",2011
2368,VN,KEMCO1327312350.16,20/7/12,Held," 11,883 ",2009
3130,CN,LRQA Ltd1328267567.6,20/7/12,Held," 140,092 ",2011
2315,NI,RWTUV1305875587.59,20/7/12,Held," 70,842 ",2010
1181,IN,RWTUV1315908656.53,20/7/12,Held," 28,484 ",2010
2512,CL,RWTUV1322235640.07,20/7/12,Held," 24,575 ",2009
2018,CN,SGS-UKL1331891653.99,20/7/12,Held," 29,539 ",2011
3910,UZ,TUEV-RHEIN1319610239.02,20/7/12,Held," 464,284 ",2010
297,SV,AENOR1309437212.86,19/7/12,Held," 144,935 ",2010
969,CN,BVQI1330942107.7,19/7/12,Held," 49,591 ",2011
726,IN,DNV-CUK1324039791.23,19/7/12,Held," 24,927 ",2010
1481,CN,DNV-CUK1326788295.3,19/7/12,Held," 457,922 ",2011
2169,CN,DNV-CUK1330415406.25,19/7/12,Held," 108,742 ",2010
1011,BR,ERM-CVS1332426887.2,19/7/12,Held," 54,240 ",2011
3590,CN,LRQA Ltd1320765163.29,19/7/12,Held," 49,044 ",2010
1147,CN,BVQI1330943253.56,18/7/12,Held," 65,768 ",2011
830,BR,BVQI1314216641.98,17/7/12,Held," 12,504 ",2010
1730,CN,BVQI1315217917.81,17/7/12,Held," 50,945 ",2010
2794,CO,CRA1321020472.05,17/7/12,Held," 23,305 ",2010
728,MX,RWTUV1334002821.17,17/7/12,Held," 186,975 ",2012
1865,CN,SGS-UKL1310985041.59,17/7/12,Held," 121,839 ",2010
1451,CN,SGS-UKL1328022116.49,17/7/12,Held," 419,056 ",2010
1253,IN,SGS-UKL1328700583.77,17/7/12,Held," 25,139 ",2011
2087,CN,BVQI1331872142.58,16/7/12,Held," 47,604 ",2011
2463,CN,China Quality1330000941.68,16/7/12,Held," 36,507 ",2010
161,MX,DNV-CUK1288595993.6,16/7/12,Held," 25,439 ",2010
391,IN,DNV-CUK1312877968.25,16/7/12,Held," 20,130 ",2010
2320,CN,DNV-CUK1324037999.92,16/7/12,Held," 245,003 ",2011
2857,CN,DNV-CUK1330337494.24,16/7/12,Held," 189,326 ",2011
4859,CN,RWTUV1331115947.98,16/7/12,Held," 144,838 ",2011
333,IN,TUEV-RHEIN1320910730.87,16/7/12,Held," 37,152 ",2010
3685,CN,BVQI1318232631.59,13/7/12,Held," 51,424 ",2010
3972,CN,BVQI1328269162.64,13/7/12,Held," 30,544 ",2011
3835,CN,BVQI1328718094.69,13/7/12,Held," 23,157 ",2011
2171,CN,CEC1330073081.21,13/7/12,Held," 68,019 ",2011
2907,CN,CEPREI_Cert1320634877.23,13/7/12,Held," 52,968 ",2010
2521,CN,CEPREI_Cert1320635181.69,13/7/12,Held," 162,659 ",2009
2522,CN,CEPREI_Cert1320635343.39,13/7/12,Held," 55,795 ",2010
88,PE,DNV-CUK1243945170.48,13/7/12,Held," 19,547 ",2007
2809,CN,DNV-CUK1331902616.1,13/7/12,Held," 64,283 ",2011
1428,CO,ICONTEC1317074368.2,13/7/12,Held," 98,133 ",2010
1883,KR,KFQ1327112220.74,13/7/12,Held," 1,044 ",2010
1238,CN,SGS-UKL1333101458.56,13/7/12,Held," 3,489,511 ",2011
3436,CN,DNV-CUK1329205475.2,12/7/12,Held," 70,049 ",2011
116,BR,ERM-CVS1333639338.38,12/7/12,Held," 830,704 ",2012
3479,IN,SGS-UKL1324461890.76,12/7/12,Held," 6,506 ",2010
4437,IN,SGS-UKL1327932175.71,12/7/12,Held," 22,917 ",2011
878,CN,SGS-UKL1328632663.48,12/7/12,Held," 70,584 ",2010
99,KR,TUEV-SUED1333617627.2,12/7/12,Held," 951,635 ",2012
500,IN,DNV-CUK1213704362.38,10/7/12,Held," 17,378 ",2003
1824,IN,DNV-CUK1329399659.22,10/7/12,Held," 36,389 ",2011
1284,CN,SGS-UKL1330004292.98,10/7/12,Held," 252,138 ",2011
3533,IN,TUEV-RHEIN1317631376.1,10/7/12,Held," 5,655 ",2010
150,MX,DNV-CUK1309418393.35,9/7/12,Held," 29,911 ",2010
3050,CN,DNV-CUK1331035841.02,9/7/12,Held," 557,379 ",2010
3832,CN,RWTUV1320059259.61,9/7/12,Held," 27,720 ",2011
471,IN,SGS-UKL1310144147.09,9/7/12,Held," 54,138 ",2010
1482,AR,SGS-UKL1322234972.11,9/7/12,Held," 94,903 ",2010
2405,PE,AENOR1317387568.53,6/7/12,Held," 17,897 ",2010
1431,CN,BVQI1323410787.31,6/7/12,Held," 62,154 ",2011
1627,CN,BVQI1324581801.19,6/7/12,Held," 152,029 ",2010
2067,CN,DNV-CUK1312373457.71,6/7/12,Held," 124,613 ",2010
2870,CN,DNV-CUK1329989969.46,6/7/12,Held," 107,783 ",2011
1411,CO,PJR CDM1309523381.62,6/7/12,Held," 12,769 ",2009
103,IN,RWTUV1279184923.44,6/7/12,Held," 32,653 ",2009
752,ZA,RWTUV1306162812.92,6/7/12,Held," 192,358 ",2010
476,IN,RWTUV1324210741.84,6/7/12,Held," 23,058 ",2011
3691,CN,SGS-UKL1315904643.62,6/7/12,Held," 91,716 ",2010
4832,CN,SGS-UKL1329470975.49,6/7/12,Held," 114,636 ",2011
2771,CN,TUEV-RHEIN1329212673.99,6/7/12,Held," 75,046 ",2011
1153,MY,TUEV-SUED1245088846.66,6/7/12,Held," 40,952 ",2007
373,BR,TUEV-SUED1328688459.06,6/7/12,Held," 84,533 ",2011
3758,CN,BVQI1315377919.79,5/7/12,Held," 74,183 ",2010
3933,CN,Germanischer1322036836.31,5/7/12,Held," 10,892 ",2011
481,IN,RWTUV1312793906.13,5/7/12,Held," 3,935 ",2009
877,CN,SGS-UKL1319446401.39,5/7/12,Held," 109,315 ",2010
3971,CN,BVQI1328214263.02,4/7/12,Held," 36,621 ",2011
775,UG,DNV-CUK1264758256.11,4/7/12,Held," 20,095 ",2005
3729,CN,JACO1318328556.93,4/7/12,Held," 16,460 ",2010
156,HN,DNV-CUK1246081193.85,2/7/12,Held," 12,154 ",2008
2417,CL,RWTUV1326349324.31,2/7/12,Held," 68,684 ",2011
1081,CN,SGS-UKL1331048747.36,2/7/12,Held," 41,178 ",2011
1949,IN,BVQI1326949737.99,29/6/12,Held," 97,126 ",2011
3390,CN,CEPREI_Cert1330323479.47,29/6/12,Held," 413,560 ",2010
257,MX,DNV-CUK1288619542.07,29/6/12,Held," 17,821 ",2010
120,MX,DNV-CUK1290431638.6,29/6/12,Held," 17,596 ",2010
422,BR,DNV-CUK1306401633.19,29/6/12,Held," 18,067 ",2010
2141,TH,Germanischer1298985471.03,29/6/12,Held," 42,832 ",2009
3719,MY,Germanischer1326959297.29,29/6/12,Held," 8,372 ",2011
1896,CN,RWTUV1317639021.55,29/6/12,Held," 1,706,565 ",2010
798,EC,SGS-UKL1287662163.69,29/6/12,Held," 10,226 ",2009
1648,IN,SGS-UKL1318498927.59,29/6/12,Held," 16,753 ",2010
1687,IN,SGS-UKL1331815251.44,29/6/12,Held," 36,890 ",2011
3668,CN,TUEV-RHEIN1305261574.32,29/6/12,Held," 18,990 ",2010
2392,CN,TUEV-RHEIN1329125013.87,29/6/12,Held," 42,660 ",2011
